Unity of command implies;A subordinate should receive orders from all the superiors;Individuals must sacrifice in the larger interest;Be accountable to one and only one superior;Study of the movement of a work;3
Purpose of time study is ...........;O remove wastage of tim;To give timely assistance;To determine fair days work;Watching time;3
The scientific technique of task setting is known as ......................;Work study;Motion study;Time study;Method study;3
Management by Objectives concept was developed by -------.;Peter.f. Drucker;Fayol;Chester Bernard;Fillip Kotler ;1
MBO offers the basis for assessing the -----------------.;Techniques;Performance;Authority;Subject;2
The process of MBO starts with -----.;Setting up of obligation;Fetron plan;Review;Research ;1
Principles of management are not;Behavioral;Absolute;Universal;Flexible;2
Principles of management provide;Readymade solutions to problems.;General guidelines.;Methods and procedures.;Rules and regulations.;2
Management principles differ from pure science principles because management principles are;Vague.;Situation-bound.;Rig;Target ;2
Principles of management are significant because these result in___________.;Taking initiative.;Adapting to new technology.;Employee satisfaction.;Optimum utilization of resources.;4
Which one of the following is not a principle of scientific management?;Functional foremanship;Development of personnel;Harmony, not discord;Maximum, not restricted output;1
Transporting and storing goods is part of which of the following marketing channel functions?;Inventory channel;Direct marketing channel;Physical distribution channel;Warehousing channel;3
Pervasiveness of planning indicates that planning;Is a top management function;Extends throughout the organization.;Is a future-oriented activity;is the first element of management process.;2
Which one of the following is an importance of planning?;Educing uncertainty;Identifying alternatives critically;Developing leadership;Selecting the most appropriate plan;1
Which one of the following is not a limitation of planning?;Dynamic environment;Costly process;Rigidity;Top management approach;4
Which one of the following is a step of planning?;Analysis of organization structure;Analysis of environment;Analysis of employee behavior;Analysis of employee morale;2
The basic role of strategy is to provide;Setting procedures.;Direction for action.;Direction for motivation.;Direction for control.;1
Which one of the following is a single-use plan?;Strategy;Rule;Budget;Method;3
Organizing process includes one of the following:;Grouping of activities;Prescribing disciplinary action;Determining objectives;Prescribing work schedule;1
One of the following is not an importance of organising:;Role clarity;Performance appraisal;Adaptation to change;Growth and expansion;2
Organization structure establishes relationships between;Organization and environment.;People, work and resources.;Organization and society.;Suppliers and customers.;2
One of the following is an advantage of functional structure:;Responsibility for end results;Flexibility;Personalised attention;Easier employee learning;4
Divisional structure leads to conflict in;Resource allocation;Marketing management;Motivation.;Planning process.;1
In which respect does formal organisation differ from informal organisation? ;Production process;Structuring;Financial procedure;Purchasing;2
Which one of the following does not follow scalar chain?;Informal organization;Functional structure;Formal organization;Divisional structure;1
Degree of decentralisation indicates;Degree of authority delegation.;Degree of responsibility.;Degree of power delegation.;Degree of accountability.;1
In staffing function, which one of the following groups of managers is involved?;Only top managers;Only human resource managers;Only middle managers;Only all managers;4
Which one of the following is not an importance of staffing?;Suitable division of work among employees;Developing skills in employees;Employee satisfaction;Efficient use of human resources;1
In staffing function, which combination of activities in sequential order is correct?;Recruitment, selection, training, placement;Selection, training, recruitment, placement;Recruitment, selection, placement, training;Recruitment, training, selection, placement;3
Which one of the following sources is most relevant to recruiting managerial personnel?;Direct recruitment;Employment exchange;Advertisement;Casual callers;3
Which one of the following is an internal source of recruitment?;Transfer;Employee recommendations;Campus recruitment;Personal contacts;1
Which type of learning is management development concerned with?;Specific job skill development;Multi-skill development;Manual skill development;Inventory development;2
For which group of persons is vestibule training relevant?;Operatives;Top management;Middle management;Supervisory management;1
Which one of the following is an element of directing?;Delegating authority;Designing organization structure;Communication;Designing control system;3
Motivation is not;A complex process.;Related to satisfaction;An easy process;A goal-directed behavior;3
Need hierarchy theory of motivation has been given by;Maslow;Fayol;Taylor;Koontz;1
What is the full form of TQM?;Total quality measurement;Total quantity management;Typical quality management;Total quality management;4
Which among the following is not a technique of TQM?;Re-engineering;Quality measurement;Bench marking;Empowerment;2
According to Kurt Lewin, which of the following is not a stage in the change process?;Unfreezing;Changing;Refreezing;Restraining;4
A company that decides to decentralize its sales procedures is managing what change category?;Technology;People;Competitors;Structure;4
Which of the following statements is true;In small quantities, stress is good;Too much stress is psychologically usefull;All stress is bad;Stress encourages the producivity;1
Offshoring is;Substituting foreign for domestic labor.;Subcontracting a part of production to another firm;Exporting;Importing;1
Here, parties involved in the electronic transactions are from within a given business firm, hence, the name is _____.;Intra-c commerce;Intra-d commerce;Intra-b commerce;Intra-a commerce;3
Both Sellers and buyers are business firms, under ___type of e-commere transaction.;B2b commerce;C2b commerce;B2c commerce;C2c commerce;1
____________ refers to contracting out some of its activities to a third party which were earlier performed by the organisation.;Bpo;E-commerce;Outsourcing;E-banking;3
Under what method payment is made at the time of physical delivery of goods.;Cash on delivery;Debit card payment;Credit card payment;Prepaid amount;1
It is not an application of e-business.;Contract r&d;Online trading;Online procurement;Online bidding;1
The payment mechanism typical to e-business;Credit and debit cards;Cash on delivery (cod);Cheques;E-cash;1
e-commerce does not include;A business’s interactions with its customers;Interactions among the various departments within the business;A business’s interactions with its suppliers;Interactions among the geographically dispersed units of the business;2
___transactions have business firms at one end and its customers on the other end.;C2b commerce;B2c commerce;B2b commerce;C2c commerce;2
India is the preferred destination for BPO because of ____________.;Tax free zone for bpos;Cheap people;Cheap manpower;Poor conditions;3
Out of e-commerce and e-business, which is a broader term?;E-commerce;E-business;E-trade;E-control;2
A Call Centre handles;Both customer facing and back-end business;Both voice based and non-voice based business;Only out-bound voice based business;Only in bound voice based business;1
Outsourcing;Includes off shoring;Restricts only to the contracting out of information technology enabled services (ites) ;Restricts only to the contracting out of non-core business processes;Includes contracting out of manufacturing and r&d as well as service processes both core and noncore but restricts only to domestic territory;1
_____________ is not a process tools for TQM systems.;Process flow analysis;Histograms;Plier;Control charts;3
The process mapping is a ______ diagram. ;Data flow;Work flow;Circular;Audit;2
Total Quality Management (TQM) focuses on;Employee;Tax organization;Exchange rate;Inflation;1
Which of the following is responsible for quality objective?;Top level management;Middle level management;Frontline management;Low level of management ;1
The following is (are) the machine down time.;No material;Labor hour;Electricity;Gas;1
EU requires labelling requirement in _______ language/s. ;One;Two;Three;Four;4
EU needs ________ packaging requirements.;Eco-friendly;Thermoformed;Laminated;Corrugated;1
______is the best illustration of a subculture.;Occupation;Income;Religion;Family & friends;3
______ are the form of human needs take as shaped by culture & individual personality.;Wants;Demands;Needs;Social needs;3
A place where goods are bought and sold against the price consideration between the buyers and the sellers is called ______.;Exchange;Market;E-commerce;Transaction;2
_______ Involves transfer of ownership of the goods.;Selling;Assembling;Buying;Ssembling & buying;1
________ is not a type of Marketing Concept.;The production concept;The selling concept;The societal marketing concept;The supplier concept;4
Marketing management is ________.;Developing marketing strategies to move the company forward;Managing the marketing process;Monitoring the profitability of the company’s products and services;The art and science of choosing target markets and getting, keeping, and growing customers through creating, delivering, and communicating superior customer value;4
When customer expectations regarding product quality, service quality, and value-based price are met or exceeded, _____ is created.;Customer satisfaction;Planning excellence;A quality rift;A value line;1
